title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/comedy/last_man_standing.jpg,-2.2263012,-2.0093277,-1.7878723,-3.3779075,-1.0006472,-3.6129391,-1.4524746,-1.3613616,-3.2302291,-2.6595523,-5.3682084,-3.419183,-3.6912403,-5.4470696,-5.208323,-3.8316422,-3.1988432,-3.0456553,0.1183593,-3.077695,-4.360753,-4.14795,-5.306351,-3.9812262,-3.3790119,-3.8906872,-4.153277,-2.7017016,-1.9551393,-2.094021,-0.5363746,-0.7651736,-3.8822472,-2.795815,-2.98277,-2.6488142,-0.8292562,-3.204643,-4.9241166,-1.6235396,-2.645444,-2.6907992,-1.7398349,-4.3815036,-4.4273086,-1.7672017,-3.7787366,-4.108054
Henry: Portrait of a Serial Killer,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/henry__portrait_of_a_serial_killer.jpg,-1.7173846,-2.4543374,-2.5753188,-3.230379,-1.209529,-2.7843754,-2.0262156,-0.64805555,-3.694548,-2.3520782,-4.942457,-3.2406464,-3.0623128,-5.923426,-5.6543055,-2.9994354,-3.201758,-2.6321702,-0.3940744,-3.2978382,-4.1744013,-3.2790391,-4.9836364,-3.9198828,-3.5488594,-3.8818002,-3.998107,-2.8386874,-1.7506298,-2.1721413,-0.5015352,-0.9392112,-3.7244697,-2.7482705,-3.1645675,-2.8566408,-0.8373944,-2.9407704,-4.731096,-1.7358177,-2.5565884,-2.7734673,-1.6131847,-4.4706726,-4.4723835,-1.9183899,-3.976008,-4.243941
Stargate Origins,Young Catherine Langford embarks on an unexpected adventure to unlock the mystery of what lies beyond the Stargate in order to save the Earth from darkness.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/stargate_origins.jpg,-1.8448925,-1.8787915,-2.1418548,-3.3894675,-1.5063099,-3.3657322,-1.4618596,-1.0249907,-3.484355,-2.146071,-5.1443415,-3.2643313,-3.2406619,-5.6712303,-5.4702883,-3.205352,-3.308157,-2.4490325,-0.16656531,-3.38216,-4.1838574,-3.6713378,-5.1004543,-4.209813,-3.4557083,-3.846054,-4.066841,-2.6992455,-1.8668475,-2.1983943,-0.5164913,-0.7456662,-3.7638662,-2.682763,-3.0188503,-2.6450095,-0.8069568,-3.0247319,-4.77516,-1.6076075,-2.4626672,-2.6505985,-1.660434,-4.376138,-4.4098635,-1.8015304,-3.7894433,-4.2110715
The Haunting of Hill House,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/posters/drama/the_haunting_of_hill_house.jpg,-1.7117604,-2.137427,-2.3909469,-3.624172,-1.5223228,-3.3557587,-2.0777442,-0.552785,-3.5832489,-1.9901836,-5.0818577,-3.5165393,-3.0012112,-6.023761,-5.702094,-2.9217415,-3.0942342,-2.4404118,-0.3818301,-3.5766082,-4.2352495,-3.4247074,-5.090233,-4.257535,-3.5482125,-3.8502629,-3.9756348,-2.8307762,-1.7300988,-2.2207708,-0.5343272,-0.9095287,-3.690137,-2.7151208,-3.1584241,-2.8511536,-0.82413846,-2.888497,-4.690815,-1.7313162,-2.4962385,-2.733575,-1.6096381,-4.469042,-4.4580407,-1.9115311,-3.9593523,-4.2511783
Emily Stripped Naked in Hollywood,Tania Fox walks around a Hollywood rooftop naked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/emily_stripped_naked_in_hollywood.jpg,-1.8645825,-2.1820376,-2.1590993,-3.220198,-1.2613372,-2.99245,-1.3088554,-1.326397,-3.5323093,-2.3449664,-4.9485645,-3.262596,-3.1123664,-5.6678715,-5.4166403,-3.1706452,-3.3747816,-2.6142642,0.014836678,-3.1587174,-4.079371,-3.4474196,-5.010848,-4.01655,-3.6631541,-4.0255084,-4.1655545,-2.776736,-1.7604612,-2.1131358,-0.39949718,-0.90734273,-3.826703,-2.8922582,-3.12497,-2.8281531,-0.98640627,-2.9376118,-4.766244,-1.8228382,-2.5879524,-2.8661475,-1.6386709,-4.413834,-4.575792,-2.0014377,-3.994927,-4.2300076
Maleficent,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/family/maleficent.jpg,-1.5746274,-1.5187289,-2.0206544,-3.7929466,-1.3564293,-4.4251595,-2.674138,-0.36778665,-2.9092872,-1.1077251,-5.9663754,-3.0563803,-3.3598502,-5.6086063,-5.11175,-3.5029435,-2.4321358,-3.086353,-0.64257735,-3.8232386,-4.273482,-4.0176234,-4.7536817,-4.6175437,-3.4857576,-3.8851163,-4.116612,-2.6691113,-1.8770422,-2.1920264,-0.5631553,-0.68907875,-3.787953,-2.7114573,-3.0008082,-2.650801,-0.83997947,-3.022445,-4.800028,-1.6244348,-2.42736,-2.690908,-1.7037221,-4.3844132,-4.4415183,-1.8257668,-3.7990248,-4.233842
The English,Follows a woman as she seeks revenge on the man she sees as responsible for the death of her son.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/the_english.jpg,-1.4557474,-2.1621459,-2.6024752,-3.176575,-1.592877,-3.2281928,-1.9304398,-0.72504646,-3.7955115,-2.3824222,-5.1800604,-2.858378,-3.580409,-6.0299134,-5.7370834,-3.5458977,-3.0767038,-3.0337784,-0.5262964,-3.3658264,-4.242899,-3.6433496,-4.9111648,-3.67709,-3.5523152,-3.8577716,-4.0081306,-2.7778087,-1.7464479,-2.2481585,-0.55682135,-0.8430093,-3.7052093,-2.7371464,-3.1725488,-2.8003612,-0.8676798,-2.8730643,-4.696667,-1.7476515,-2.4542487,-2.744972,-1.6319128,-4.4464006,-4.4827366,-1.9326627,-3.9287972,-4.2583017
Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/above_the_rim.jpg,-1.0889121,-2.6227977,-2.643423,-2.896797,-0.94751644,-3.0836172,-2.9273238,-0.58982944,-3.3051865,-3.641877,-5.4851437,-3.9577389,-5.0459766,-6.3539066,-6.3865285,-4.3684583,-3.626494,-3.8677757,-1.9950289,0.34743693,-4.7480392,-4.2710824,-5.546597,-4.0334015,-3.5381417,-3.8452969,-3.9935634,-2.8021681,-1.7334713,-2.2386346,-0.55421746,-0.8729649,-3.6980772,-2.7311559,-3.1687942,-2.8364298,-0.86014086,-2.882757,-4.6972837,-1.7446684,-2.4719534,-2.7293575,-1.625512,-4.440218,-4.462742,-1.9254059,-3.9502404,-4.247843
Ted Lasso: The Missing Christmas Mustache,"Follows the ensemble cast of Ted Lasso as they help Ted search for a lost item, but end up understanding the real meaning of the holiday season.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/ted_lasso__the_missing_christmas_mustache.jpg,-2.134697,-2.1505399,-2.0452085,-3.4045608,-1.2710757,-3.0497053,-1.2544836,-1.5137893,-3.575317,-2.4679277,-5.0544086,-3.3664672,-3.2883067,-5.6910906,-5.4567037,-3.242609,-3.5114176,-2.7375913,0.13483046,-3.5370219,-4.26119,-3.6328511,-5.22141,-4.162951,-3.56056,-3.8223064,-3.9219806,-2.8928564,-1.6245841,-2.2872462,-0.4331779,-1.0663931,-3.6437564,-2.7220292,-3.2907526,-2.9034195,-0.8805695,-2.8266318,-4.6337643,-1.8472064,-2.5329301,-2.7550025,-1.5157422,-4.4373403,-4.4495873,-2.029876,-4.0093145,-4.2494645
"Hallelujah: Leonard Cohen, a Journey, a Song","This feature-length documentary explores the life of singer-songwriter Leonard Cohen as seen through the prism of his internationally renowned hymn, Hallelujah.",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/hallelujah__leonard_cohen__a_journey__a_song.jpg,-2.3856134,-2.4256134,-2.3647084,-2.4591901,-2.064629,-3.4304838,-0.40201423,-1.4049459,-3.80847,-3.2085981,-5.4797935,-2.4272275,-4.212418,-4.522757,-5.2949524,-4.1054006,-4.003301,-4.027617,-0.77010953,-3.055971,-5.2296486,-4.117178,-4.905027,-4.012825,-3.6189272,-3.8658738,-3.9710073,-2.846199,-1.637555,-2.3046682,-0.43821573,-0.99912757,-3.6513777,-2.750342,-3.289835,-2.881048,-0.9295474,-2.7434375,-4.6071253,-1.8779812,-2.4562948,-2.7887914,-1.532034,-4.42501,-4.4998956,-2.0609202,-4.009076,-4.2598286
Batman & Robin,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/posters/superhero/batman___robin.jpg,0.3730164,-0.99506396,-1.7876754,-3.53631,-1.3493125,-2.6693287,-2.881796,-1.1007222,-3.364763,-1.8512019,-5.502579,-2.8566153,-3.8023026,-6.149534,-5.566646,-3.524789,-3.2216897,-2.5668485,-0.77927345,-3.1818874,-3.1490128,-3.3696198,-4.3573303,-3.6837049,-3.401941,-3.846601,-4.029183,-2.8446264,-1.8289777,-2.1245747,-0.5842563,-0.8973182,-3.8239145,-2.7301536,-3.1247633,-2.8307254,-0.82117504,-3.1728628,-4.8949747,-1.6594766,-2.6810443,-2.712711,-1.6705196,-4.4296117,-4.409338,-1.8357795,-3.9565852,-4.2008677
Snowy River: The McGregor Saga,"Inspired by Banjo Paterson's famous poem, The Man from Snowy River, this series is about cattle rancher Matt McGregor, his family, and their neighbours in the township of Paterson's Ridge in Australia's Snowy Mountains.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/snowy_river__the_mcgregor_saga.jpg,-2.2250159,-1.8259658,-2.8253932,-3.3510258,-2.20158,-3.523786,-2.2172647,-0.9263809,-3.8712738,-3.6573384,-5.2120028,-3.4723625,-4.1089997,-6.2788935,-5.9762397,-4.0000353,-3.4311028,-3.560465,-1.1133189,-3.564681,-5.2860703,-4.001155,-5.5192385,-1.7495377,-3.5445101,-3.8571799,-4.015645,-2.8263874,-1.74373,-2.244561,-0.543666,-0.898097,-3.7233725,-2.764441,-3.196948,-2.8421202,-0.89700943,-2.9197686,-4.7265124,-1.7746265,-2.5007958,-2.7646427,-1.6273086,-4.4527197,-4.488871,-1.9589931,-3.9533634,-4.233135
Day Shift,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,./data/posters/action/day_shift.jpg,-2.2016873,-2.5669725,-2.5022056,-4.556326,-0.48162833,-3.6898777,-2.9292145,-1.4455776,-3.408459,-1.8407553,-5.616226,-4.413277,-2.3385413,-6.121583,-5.7276583,-3.1290865,-3.079794,-2.77916,-0.27872816,-4.2428055,-4.229659,-3.5606651,-5.6045537,-4.0140495,-3.4045036,-3.837517,-4.0529747,-2.72304,-1.8646811,-2.1447935,-0.479732,-0.82188916,-3.7701457,-2.6917708,-3.0038288,-2.6608047,-0.77740055,-3.0621965,-4.801197,-1.6009482,-2.5464337,-2.6291862,-1.6409771,-4.3682275,-4.3638372,-1.7740065,-3.7898111,-4.179332
It's a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/family/it_s_a_wonderful_life.jpg,-2.1122878,-2.0983183,-2.052383,-3.5486424,-0.8964334,-3.8581848,-2.129952,-0.98398495,-3.0711946,-1.8082085,-5.432696,-3.4796302,-3.236264,-5.5544233,-5.174357,-3.4743605,-2.695582,-3.1001143,-0.10937192,-3.4005368,-4.286534,-3.9367542,-5.2605944,-4.127029,-3.5662358,-3.8395636,-3.9686813,-2.8294928,-1.6828669,-2.2852304,-0.53201365,-0.9209654,-3.670462,-2.726923,-3.2259955,-2.8626337,-0.8755622,-2.8443234,-4.6687098,-1.7923204,-2.461517,-2.7406566,-1.5899643,-4.441825,-4.4728055,-1.9756169,-3.9747806,-4.265181
EastEnders,"The everyday lives of working-class inhabitants of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough. The square includes the Queen Vic pub and a street market.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/romance/eastenders.jpg,-2.2466264,-2.7787127,-2.83622,-3.1684833,-1.13747,-2.7525654,-2.1388102,-0.26087394,-3.6991773,-2.5858805,-4.8288956,-3.3550215,-3.4988656,-6.005092,-5.7276125,-3.0416076,-2.906879,-3.022631,-0.40152997,-3.322133,-4.5864964,-3.460796,-4.9101744,-4.1210318,-3.486017,-3.9105701,-4.136036,-2.6358423,-1.8839067,-2.1522884,-0.55812657,-0.6758459,-3.802495,-2.7493494,-2.9913785,-2.6376054,-0.86049706,-3.0184782,-4.805446,-1.6258354,-2.4548693,-2.704615,-1.7126939,-4.3710914,-4.457324,-1.8168622,-3.795688,-4.231518
Nudist,"When Magnus left Kerstin, she decided to be naked. Always. Since then she has been fined six times.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/nudist.jpg,-2.1370971,-2.157744,-2.1920135,-2.8721716,-1.2049869,-2.862729,-0.6937365,-1.6196424,-3.5654771,-2.2960393,-4.64669,-2.9050846,-3.0020158,-5.1200733,-4.9888506,-3.204517,-3.1778588,-2.7457926,0.27877396,-2.8814576,-3.937667,-3.454875,-4.8789716,-3.9043782,-3.4646153,-3.8952615,-4.1167407,-2.658719,-1.860611,-2.1520069,-0.53589606,-0.7153752,-3.799731,-2.7486026,-3.0061977,-2.660643,-0.86753595,-3.0215762,-4.802889,-1.6461017,-2.473316,-2.6915052,-1.6896651,-4.3539505,-4.437555,-1.8281235,-3.805094,-4.2128205
The Worst Person in the World,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/comedy/the_worst_person_in_the_world.jpg,-2.2570715,-2.58015,-2.5805979,-3.3986366,-0.86199695,-3.758715,-2.5363948,-0.31276473,-3.3864644,-2.4089801,-5.3711643,-3.6715817,-3.9172697,-5.867849,-5.5764146,-3.7821507,-2.349164,-3.3157916,-0.4498177,-3.1549742,-4.6896343,-4.143832,-5.3763676,-4.0950446,-3.53967,-3.83271,-3.9496348,-2.8368154,-1.6910242,-2.246352,-0.5262717,-0.94071287,-3.6701312,-2.7127495,-3.1959958,-2.8672044,-0.8366404,-2.8669705,-4.673757,-1.7605182,-2.489464,-2.725499,-1.588984,-4.441435,-4.447863,-1.9359472,-3.9737387,-4.250537
Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/film_noir/rebecca.jpg,-1.8509037,-2.3337114,-2.4406042,-3.141779,-1.2515239,-3.257588,-1.9627198,-0.50320065,-3.4897385,-2.2071419,-4.902551,-3.1834102,-3.3828557,-5.735432,-5.4127517,-3.289731,-2.743987,-2.817272,-0.25173625,-3.225479,-4.2316976,-3.5797172,-4.935397,-3.9339242,-3.4828274,-3.907181,-4.1400976,-2.6344495,-1.8852855,-2.1567466,-0.56328,-0.6705228,-3.8044815,-2.746456,-2.9883244,-2.6331692,-0.8638261,-3.0241203,-4.8091483,-1.6282614,-2.4460716,-2.6971226,-1.7202263,-4.365665,-4.452653,-1.8182548,-3.7925043,-4.227832
Batman: Mask of the Phantasm,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/posters/superhero/batman__mask_of_the_phantasm.jpg,-0.79419476,-1.9486518,-2.0483267,-3.4358306,-1.138718,-2.1277127,-1.9549793,-1.2838727,-3.6710088,-2.193269,-4.848295,-3.289538,-3.1701064,-5.985562,-5.6702294,-2.9425786,-3.383683,-2.5531929,-0.1963119,-3.3246493,-3.3915887,-3.1188226,-4.929733,-3.9192476,-3.4731326,-3.8198087,-3.9318652,-2.9064894,-1.7510355,-2.180232,-0.510722,-1.0058293,-3.7092195,-2.6880736,-3.180904,-2.8886492,-0.7695398,-2.9886315,-4.7422476,-1.7038959,-2.6039093,-2.7210362,-1.5852375,-4.485313,-4.404759,-1.8806081,-3.9918802,-4.238284
Pompeii,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/history/pompeii.jpg,-0.8156807,-1.3952999,-2.582905,-3.2367892,-1.6772652,-4.484593,-3.3217838,-0.10253693,-3.4836671,-2.7262423,-6.4170275,-2.4202437,-4.8014197,-6.0323367,-5.755133,-4.8540707,-2.7381215,-3.8100593,-1.5898173,-2.9563596,-4.7628756,-4.4899306,-4.8620076,-3.5872898,-3.4664106,-3.9000778,-4.142727,-2.6190407,-1.9039074,-2.1553223,-0.56873095,-0.6550352,-3.8201632,-2.763112,-3.0068538,-2.5979865,-0.8736253,-3.0469432,-4.8239336,-1.6379045,-2.470351,-2.7166426,-1.7210516,-4.3669195,-4.4646087,-1.8220781,-3.7678137,-4.208857
Barbarians,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/action/barbarians.jpg,-0.26291284,-1.4455552,-2.4357522,-3.2243536,-1.8987334,-3.4330292,-2.4908526,-0.35426265,-3.8147347,-2.259894,-5.444201,-2.106439,-4.075076,-6.222521,-5.88357,-3.7950747,-3.1493793,-2.8682055,-1.0081491,-3.5221884,-4.0765805,-3.5190067,-4.089043,-3.8337631,-3.4732459,-3.9068444,-4.145174,-2.6236508,-1.9016458,-2.1504812,-0.56164384,-0.66073257,-3.8176072,-2.7525532,-2.9803889,-2.608576,-0.85781026,-3.0479581,-4.8227267,-1.6206262,-2.4633815,-2.7015002,-1.7243857,-4.3632045,-4.4547596,-1.8075203,-3.7718003,-4.2098393
Super Pumped,"The roller-coaster ride of the upstart transportation company, embodying the highs and lows of Silicon Valley.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/super_pumped.jpg,-1.3464814,-1.813792,-2.390699,-2.770633,-1.7998972,-3.3637238,-1.6662012,-0.8924459,-3.8873408,-2.9542475,-5.371681,-3.0141902,-3.921103,-6.067778,-5.9289646,-3.7852936,-3.7297444,-2.8492427,-0.7459407,-2.7225542,-4.598341,-3.6179535,-4.9650297,-3.5476837,-3.4428182,-3.8792548,-4.1084185,-2.6523104,-1.8647978,-2.1539156,-0.51378953,-0.7325109,-3.7978196,-2.7557902,-3.017685,-2.630992,-0.8757457,-3.0407803,-4.8123684,-1.6635331,-2.5037766,-2.6941578,-1.671233,-4.330859,-4.423551,-1.8429626,-3.7849815,-4.203365
The Return of Swamp Thing,"In this tongue-in-cheek sequel, the benevolent bog creature falls for the vegetarian, plant-loving daughter of the evil scientist who created him.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/posters/superhero/the_return_of_swamp_thing.jpg,-2.0702631,-1.8678062,-1.4437375,-3.5825458,-0.4613755,-3.4644613,-2.0355754,-1.8886781,-3.0804005,-2.8378234,-5.7461348,-3.635727,-3.847024,-5.542599,-5.2249784,-4.0340824,-3.5489888,-3.4683132,-0.020293651,-3.0751414,-4.3297615,-4.3293734,-5.5955477,-3.9172366,-3.4728196,-3.7019446,-3.8199916,-2.9904222,-1.6628624,-2.2993555,-0.48195967,-1.1186844,-3.6199894,-2.6237724,-3.2989743,-2.9072752,-0.7477365,-2.952134,-4.693243,-1.773411,-2.6248245,-2.6988316,-1.4961787,-4.4585576,-4.383264,-1.9646274,-4.0156527,-4.206071
Code Name: Tiranga,The story of a spy on an unfaltering and fearless mission for her nation in a race against time where sacrifice is her only choice.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/action/code_name__tiranga.jpg,-1.3293548,-1.778389,-2.1442645,-3.3509538,-1.4976497,-3.0980988,-1.8043646,-0.9626787,-3.6237633,-2.308469,-5.208473,-3.0273926,-3.624665,-6.0206585,-5.6824384,-3.4026887,-3.2734299,-2.6556454,-0.35956272,-3.3534458,-4.042323,-3.585846,-4.9109774,-4.029058,-3.445413,-3.8859246,-4.107016,-2.6681798,-1.9022813,-2.1434822,-0.5527073,-0.71154505,-3.80867,-2.749148,-3.0109673,-2.6350276,-0.8404172,-3.069103,-4.82934,-1.624309,-2.5053103,-2.7026875,-1.7019843,-4.3783903,-4.445659,-1.8111345,-3.7837622,-4.1959915
The House on 92nd Street,Bill Dietrich becomes a double agent for the F.B.I. in a Nazi spy ring.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_house_on_92nd_street.jpg,-1.5733508,-2.1736565,-2.3256772,-2.9234197,-1.3416094,-2.723027,-1.5837283,-0.77528995,-3.5576746,-2.325808,-4.7053776,-2.8345876,-3.3757722,-5.6154184,-5.4135594,-3.101196,-3.1591883,-2.6415071,-0.22330022,-3.1108813,-4.0625525,-3.317484,-4.6611915,-3.9266727,-3.5584261,-3.8709893,-3.9975405,-2.8206482,-1.7436309,-2.2062657,-0.5907738,-0.85631704,-3.714342,-2.7301536,-3.145194,-2.8666155,-0.84216434,-2.9045742,-4.7154922,-1.7267573,-2.4803405,-2.7448797,-1.6426011,-4.4759274,-4.4811378,-1.9046371,-3.9738915,-4.273683
The School for Good and Evil,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/action/the_school_for_good_and_evil.jpg,-1.2536863,-1.8357931,-2.1990805,-3.7664251,-0.92250836,-3.9985714,-2.9603724,-0.57961416,-3.2078607,-1.7884415,-5.9772105,-2.9128442,-3.9356248,-5.8588886,-5.326072,-3.8884518,-2.525633,-3.5175192,-0.6603655,-3.6511047,-4.3587685,-4.1295786,-4.589577,-4.331957,-3.540872,-3.8412066,-3.9488173,-2.8552284,-1.6852274,-2.235042,-0.52516115,-0.95691895,-3.6795285,-2.7188945,-3.2057395,-2.8881567,-0.83907115,-2.8892255,-4.686975,-1.7689645,-2.5100331,-2.742489,-1.5882173,-4.4539213,-4.4539804,-1.9412242,-3.9855206,-4.248612
12 Angry Men,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/12_angry_men.jpg,-2.2730405,-2.7776518,-2.7457128,-3.0536945,-1.5018437,-2.1199393,-1.2940068,-0.8728306,-3.9787302,-2.626083,-4.5275555,-3.1101737,-3.245473,-5.7008824,-5.624385,-2.7622733,-3.4761002,-2.935112,-0.25267887,-3.6248043,-4.3730116,-3.276337,-5.2193875,-4.16433,-3.4956677,-3.9485579,-4.1562886,-2.6795883,-1.8885975,-2.0688205,-0.49958995,-0.778161,-3.867313,-2.8490183,-3.0164757,-2.676626,-0.89387435,-3.0912135,-4.8589587,-1.6837841,-2.6168325,-2.7829092,-1.7068149,-4.38298,-4.5057874,-1.8468446,-3.8298962,-4.1375413
The Looney Tunes Show,An updated iteration of the classic Looney Tunes characters focusing on their satirical misadventures living in suburbia.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/the_looney_tunes_show.jpg,-1.9445322,-1.754937,-1.3958913,-3.7714489,-0.77184665,-3.3038878,-1.6561805,-2.24437,-3.3147209,-2.619678,-5.636884,-3.6368718,-3.6463144,-5.6823945,-5.4502225,-3.7814963,-3.9868932,-2.926894,0.09991668,-3.5301006,-4.1929264,-4.080922,-5.4883723,-4.1973963,-3.5351543,-3.7264702,-3.8211188,-2.9719205,-1.5629951,-2.3579824,-0.46130237,-1.142738,-3.576805,-2.6590102,-3.3652282,-2.9468346,-0.83389837,-2.8444612,-4.6112094,-1.8553151,-2.5634282,-2.7380018,-1.4494573,-4.4612403,-4.415787,-2.0526142,-4.034457,-4.259929
